type   n   time 
cached         49284  0.104513000000000     
both         49284  7.318300000000000E-002
builtin         49284  0.105732000000000     
basic_o2         49284  4.661000000000000E-003
dotproduct_o2         49284  8.247000000000001E-003
cached_o2         49284  7.049000000000000E-003
both_o2         49284  7.618000000000001E-003
builtin_o2         49284  4.618000000000001E-003
basic         49729  0.111287000000000     
dotproduct         49729  4.629800000000000E-002
cached         49729  0.111173000000000     
both         49729  7.203300000000000E-002
builtin         49729  0.106161000000000     
basic_o2         49729  4.994000000000000E-003
dotproduct_o2         49729  8.117000000000001E-003
cached_o2         49729  7.028000000000001E-003
both_o2         49729  7.783999999999999E-003
builtin_o2         49729  5.121000000000000E-003
basic         50176  0.121063000000000     
dotproduct         50176  5.541300000000000E-002
cached         50176  0.116027000000000     
both         50176  8.051600000000000E-002
builtin         50176  0.113473000000000     
basic_o2         50176  4.628000000000000E-003
dotproduct_o2         50176  1.169600000000000E-002
cached_o2         50176  6.724000000000001E-003
both_o2         50176  1.000400000000000E-002
builtin_o2         50176  4.323000000000000E-003
basic         50625  0.123544000000000     
dotproduct         50625  5.018800000000000E-002
cached         50625  0.120605000000000     
both         50625  7.583700000000000E-002
builtin         50625  0.123890000000000     
basic_o2         50625  4.971000000000000E-003
dotproduct_o2         50625  9.325000000000000E-003
cached_o2         50625  7.633000000000001E-003
both_o2         50625  7.907000000000001E-003
builtin_o2         50625  4.724000000000001E-003
basic         51076  0.116081000000000     
dotproduct         51076  4.823800000000000E-002
cached         51076  0.109841000000000     
both         51076  7.627500000000001E-002
builtin         51076  0.114853000000000     
basic_o2         51076  4.409000000000000E-003
dotproduct_o2         51076  8.770000000000000E-003
cached_o2         51076  7.146000000000000E-003
both_o2         51076  7.850999999999999E-003
builtin_o2         51076  4.547000000000000E-003
basic         51529  0.119184000000000     
dotproduct         51529  5.356100000000000E-002
cached         51529  0.116082000000000     
both         51529  7.956199999999999E-002
builtin         51529  0.119021000000000     
basic_o2         51529  4.839000000000000E-003
dotproduct_o2         51529  9.106000000000000E-003
cached_o2         51529  7.234000000000000E-003
both_o2         51529  7.901000000000000E-003
builtin_o2         51529  4.654000000000000E-003
basic         51984  0.119314000000000     
dotproduct         51984  5.028500000000000E-002
cached         51984  0.114835000000000     
both         51984  9.022400000000000E-002
builtin         51984  0.129618000000000     
basic_o2         51984  5.131999999999999E-003
dotproduct_o2         51984  8.891000000000000E-003
cached_o2         51984  7.240999999999999E-003
both_o2         51984  7.950000000000000E-003
builtin_o2         51984  4.840000000000001E-003
basic         52441  0.124711000000000     
dotproduct         52441  4.973000000000000E-002
cached         52441  0.122284000000000     
both         52441  8.381300000000000E-002
builtin         52441  0.122200000000000     
basic_o2         52441  5.086000000000000E-003
dotproduct_o2         52441  8.777000000000000E-003
cached_o2         52441  7.542000000000000E-003
both_o2         52441  8.180000000000000E-003
builtin_o2         52441  5.265000000000000E-003
basic         52900  0.120756000000000     
dotproduct         52900  5.265900000000000E-002
cached         52900  0.114693000000000     
both         52900  7.934400000000000E-002
builtin         52900  0.122649000000000     
basic_o2         52900  5.031000000000001E-003
dotproduct_o2         52900  9.463000000000001E-003
cached_o2         52900  7.688000000000000E-003
both_o2         52900  8.335000000000000E-003
builtin_o2         52900  5.168000000000001E-003
basic         53361  0.121927000000000     
dotproduct         53361  5.217300000000000E-002
cached         53361  0.124597000000000     
both         53361  8.364800000000000E-002
builtin         53361  0.125669000000000     
basic_o2         53361  5.356000000000000E-003
dotproduct_o2         53361  9.271000000000000E-003
cached_o2         53361  7.755000000000000E-003
both_o2         53361  8.747000000000001E-003
builtin_o2         53361  5.529000000000000E-003
basic         53824  0.124880000000000     
dotproduct         53824  5.429600000000000E-002
cached         53824  0.117333000000000     
both         53824  8.055100000000000E-002
builtin         53824  0.121593000000000     
basic_o2         53824  4.734000000000000E-003
dotproduct_o2         53824  9.181000000000000E-003
cached_o2         53824  7.500000000000001E-003
both_o2         53824  8.539000000000001E-003
builtin_o2         53824  4.801000000000001E-003
basic         54289  0.124137000000000     
dotproduct         54289  5.548200000000000E-002
cached         54289  0.118497000000000     
both         54289  8.223899999999999E-002
builtin         54289  0.127267000000000     
basic_o2         54289  5.063000000000000E-003
dotproduct_o2         54289  9.407000000000000E-003
cached_o2         54289  7.708000000000000E-003
both_o2         54289  8.472000000000000E-003
builtin_o2         54289  5.031000000000001E-003
basic         54756  0.125057000000000     
dotproduct         54756  5.465200000000000E-002
cached         54756  0.144110000000000     
both         54756  9.297800000000001E-002
builtin         54756  0.145748000000000     
basic_o2         54756  5.153000000000000E-003
dotproduct_o2         54756  1.031300000000000E-002
cached_o2         54756  8.050999999999999E-003
both_o2         54756  8.927000000000001E-003
builtin_o2         54756  5.634000000000000E-003
basic         55225  0.131250000000000     
dotproduct         55225  6.327800000000000E-002
cached         55225  0.140386000000000     
both         55225  9.921100000000001E-002
builtin         55225  0.133345000000000     
basic_o2         55225  5.336000000000000E-003
dotproduct_o2         55225  9.881000000000001E-003
cached_o2         55225  8.092999999999999E-003
both_o2         55225  8.902999999999999E-003
builtin_o2         55225  5.280000000000000E-003
basic         55696  0.129295000000000     
dotproduct         55696  5.553000000000000E-002
cached         55696  0.123398000000000     
both         55696  8.554400000000000E-002
builtin         55696  0.129278000000000     
basic_o2         55696  5.282000000000000E-003
dotproduct_o2         55696  9.945000000000001E-003
cached_o2         55696  8.279000000000000E-003
both_o2         55696  8.808999999999999E-003
builtin_o2         55696  5.434000000000000E-003
basic         56169  0.134739000000000     
dotproduct         56169  6.034400000000000E-002
cached         56169  0.139563000000000     
both         56169  9.721299999999999E-002
builtin         56169  0.135115000000000     
basic_o2         56169  6.355000000000000E-003
dotproduct_o2         56169  1.033300000000000E-002
cached_o2         56169  9.701000000000000E-003
both_o2         56169  9.796000000000001E-003
builtin_o2         56169  6.422000000000001E-003
basic         56644  0.172147000000000     
dotproduct         56644  5.966800000000000E-002
cached         56644  0.131664000000000     
both         56644  0.104102000000000     
builtin         56644  0.158819000000000     
basic_o2         56644  5.939000000000000E-003
dotproduct_o2         56644  1.031800000000000E-002
cached_o2         56644  8.678999999999999E-003
both_o2         56644  9.384000000000000E-003
builtin_o2         56644  5.843000000000000E-003
basic         57121  0.143214000000000     
dotproduct         57121  5.986300000000000E-002
cached         57121  0.154366000000000     
both         57121  0.111053000000000     
builtin         57121  0.152454000000000     
basic_o2         57121  6.152999999999999E-003
dotproduct_o2         57121  1.106000000000000E-002
cached_o2         57121  8.835000000000001E-003
both_o2         57121  1.032900000000000E-002
builtin_o2         57121  6.216000000000000E-003
basic         57600  0.141511000000000     
dotproduct         57600  6.176400000000000E-002
cached         57600  0.129185000000000     
both         57600  9.230100000000001E-002
builtin         57600  0.133394000000000     
basic_o2         57600  5.381000000000000E-003
dotproduct_o2         57600  1.059600000000000E-002
cached_o2         57600  8.492999999999999E-003
both_o2         57600  9.785000000000000E-003
builtin_o2         57600  5.306000000000000E-003
basic         58081  0.140585000000000     
dotproduct         58081  6.162600000000000E-002
cached         58081  0.137192000000000     
both         58081  9.573700000000000E-002
builtin         58081  0.135328000000000     
basic_o2         58081  5.453000000000000E-003
dotproduct_o2         58081  1.087000000000000E-002
cached_o2         58081  8.446000000000000E-003
both_o2         58081  1.003700000000000E-002
builtin_o2         58081  5.644000000000000E-003
basic         58564  0.151637000000000     
dotproduct         58564  8.297300000000001E-002
cached         58564  0.164036000000000     
both         58564  9.806000000000001E-002
builtin         58564  0.139387000000000     
basic_o2         58564  5.702000000000000E-003
dotproduct_o2         58564  1.057200000000000E-002
cached_o2         58564  8.685000000000000E-003
both_o2         58564  9.625999999999999E-003
builtin_o2         58564  5.413000000000000E-003
basic         59049  0.141208000000000     
dotproduct         59049  5.939000000000000E-002
cached         59049  0.136448000000000     
both         59049  9.551900000000001E-002
builtin         59049  0.165301000000000     
basic_o2         59049  5.962000000000000E-003
dotproduct_o2         59049  1.125500000000000E-002
cached_o2         59049  8.912999999999999E-003
both_o2         59049  9.885000000000001E-003
builtin_o2         59049  5.819000000000000E-003
basic         59536  0.156938000000000     
dotproduct         59536  6.417999999999999E-002
cached         59536  0.142532000000000     
both         59536  9.804299999999999E-002
builtin         59536  0.149548000000000     
basic_o2         59536  6.151000000000000E-003
dotproduct_o2         59536  1.099100000000000E-002
cached_o2         59536  9.319000000000001E-003
both_o2         59536  1.022800000000000E-002
builtin_o2         59536  6.018000000000000E-003
basic         60025  0.148345000000000     
dotproduct         60025  6.299700000000000E-002
cached         60025  0.152867000000000     
both         60025  0.110897000000000     
builtin         60025  0.157509000000000     
basic_o2         60025  6.118999999999999E-003
dotproduct_o2         60025  1.089000000000000E-002
cached_o2         60025  9.015000000000000E-003
both_o2         60025  9.935000000000001E-003
builtin_o2         60025  6.220000000000000E-003
basic         60516  0.170023000000000     
dotproduct         60516  6.763700000000000E-002
cached         60516  0.155406000000000     
both         60516  9.873900000000001E-002
builtin         60516  0.148768000000000     
basic_o2         60516  6.345000000000000E-003
dotproduct_o2         60516  1.045900000000000E-002
cached_o2         60516  9.384999999999999E-003
both_o2         60516  1.002900000000000E-002
builtin_o2         60516  6.163000000000000E-003
basic         61009  0.154795000000000     
dotproduct         61009  6.329200000000000E-002
cached         61009  0.145746000000000     
both         61009  9.607200000000000E-002
builtin         61009  0.151358000000000     
basic_o2         61009  7.168000000000001E-003
dotproduct_o2         61009  1.166100000000000E-002
cached_o2         61009  1.140700000000000E-002
both_o2         61009  1.214700000000000E-002
builtin_o2         61009  6.771999999999999E-003
basic         61504  0.165775000000000     
dotproduct         61504  6.462300000000000E-002
cached         61504  0.151664000000000     
both         61504  0.114207000000000     
builtin         61504  0.160523000000000     
basic_o2         61504  5.925000000000000E-003
dotproduct_o2         61504  1.207200000000000E-002
cached_o2         61504  1.005100000000000E-002
both_o2         61504  1.069900000000000E-002
builtin_o2         61504  6.768999999999999E-003
basic         62001  0.179240000000000     
dotproduct         62001  7.169200000000001E-002
cached         62001  0.157755000000000     
both         62001  0.106252000000000     
builtin         62001  0.153767000000000     
basic_o2         62001  6.247000000000000E-003
dotproduct_o2         62001  1.184700000000000E-002
cached_o2         62001  9.530000000000000E-003
both_o2         62001  1.038400000000000E-002
builtin_o2         62001  6.118999999999999E-003
basic         62500  0.176611000000000     
dotproduct         62500  7.040399999999999E-002
cached         62500  0.147541000000000     
both         62500  0.101567000000000     
builtin         62500  0.153476000000000     
basic_o2         62500  6.002000000000000E-003
dotproduct_o2         62500  1.157700000000000E-002
cached_o2         62500  9.274999999999999E-003
both_o2         62500  1.039200000000000E-002
builtin_o2         62500  6.038000000000000E-003
basic         63001  0.154184000000000     
dotproduct         63001  6.994800000000001E-002
cached         63001  0.161719000000000     
both         63001  0.108582000000000     
builtin         63001  0.155716000000000     
basic_o2         63001  6.357000000000000E-003
dotproduct_o2         63001  1.182500000000000E-002
cached_o2         63001  9.500999999999999E-003
both_o2         63001  1.075600000000000E-002
builtin_o2         63001  6.361000000000000E-003
basic         63504  0.161920000000000     
dotproduct         63504  6.868700000000000E-002
cached         63504  0.152963000000000     
both         63504  0.105363000000000     
builtin         63504  0.153948000000000     
basic_o2         63504  6.602000000000000E-003
dotproduct_o2         63504  1.172600000000000E-002
cached_o2         63504  1.008700000000000E-002
both_o2         63504  1.080000000000000E-002
builtin_o2         63504  6.651000000000001E-003
basic         64009  0.162145000000000     
dotproduct         64009  6.608599999999999E-002
cached         64009  0.158043000000000     
both         64009  0.110831000000000     
builtin         64009  0.159343000000000     
basic_o2         64009  6.654999999999999E-003
dotproduct_o2         64009  1.171000000000000E-002
cached_o2         64009  9.869999999999999E-003
both_o2         64009  1.108100000000000E-002
builtin_o2         64009  6.813000000000001E-003
basic         64516  0.161408000000000     
dotproduct         64516  6.878900000000000E-002
cached         64516  0.155380000000000     
both         64516  0.107427000000000     
builtin         64516  0.158241000000000     
basic_o2         64516  6.970000000000001E-003
dotproduct_o2         64516  1.259400000000000E-002
cached_o2         64516  1.034900000000000E-002
both_o2         64516  1.129900000000000E-002
builtin_o2         64516  7.025000000000000E-003
basic         65025  0.161831000000000     
dotproduct         65025  7.015299999999999E-002
cached         65025  0.159706000000000     
both         65025  0.108190000000000     
builtin         65025  0.158520000000000     
basic_o2         65025  7.103000000000000E-003
dotproduct_o2         65025  1.238800000000000E-002
cached_o2         65025  1.197100000000000E-002
both_o2         65025  1.174600000000000E-002
builtin_o2         65025  7.292000000000000E-003
basic         65536  0.240769000000000     
dotproduct         65536  0.108589000000000     
cached         65536  0.167566000000000     
both         65536  0.168876000000000     
builtin         65536  0.161997000000000     
basic_o2         65536  6.288999999999999E-003
dotproduct_o2         65536  2.890900000000000E-002
cached_o2         65536  1.008300000000000E-002
both_o2         65536  2.710200000000000E-002
builtin_o2         65536  6.466000000000000E-003
basic         66049  0.164584000000000     
dotproduct         66049  7.099100000000000E-002
cached         66049  0.156411000000000     
both         66049  0.108946000000000     
builtin         66049  0.165281000000000     
basic_o2         66049  6.743000000000000E-003
dotproduct_o2         66049  1.230500000000000E-002
cached_o2         66049  1.040600000000000E-002
both_o2         66049  1.192000000000000E-002
builtin_o2         66049  6.523000000000000E-003
basic         66564  0.167560000000000     
dotproduct         66564  6.930599999999999E-002
cached         66564  0.160859000000000     
both         66564  0.109201000000000     
builtin         66564  0.165815000000000     
basic_o2         66564  6.244000000000000E-003
dotproduct_o2         66564  1.261100000000000E-002
cached_o2         66564  1.059700000000000E-002
both_o2         66564  1.183300000000000E-002
builtin_o2         66564  6.864000000000000E-003
basic         67081  0.169984000000000     
dotproduct         67081  7.053700000000000E-002
cached         67081  0.161130000000000     
both         67081  0.113142000000000     
builtin         67081  0.183736000000000     
basic_o2         67081  7.084000000000000E-003
dotproduct_o2         67081  1.279700000000000E-002
cached_o2         67081  1.020700000000000E-002
both_o2         67081  1.276700000000000E-002
builtin_o2         67081  7.020000000000000E-003
basic         67600  0.183413000000000     
dotproduct         67600  8.101400000000000E-002
cached         67600  0.190699000000000     
both         67600  0.112562000000000     
builtin         67600  0.185085000000000     
basic_o2         67600  7.910000000000000E-003
dotproduct_o2         67600  1.363700000000000E-002
cached_o2         67600  1.141400000000000E-002
both_o2         67600  1.231600000000000E-002
builtin_o2         67600  7.022000000000000E-003
basic         68121  0.195080000000000     
dotproduct         68121  8.308100000000000E-002
cached         68121  0.171015000000000     
both         68121  0.119104000000000     
builtin         68121  0.180240000000000     
basic_o2         68121  7.126000000000000E-003
dotproduct_o2         68121  1.400600000000000E-002
cached_o2         68121  1.115100000000000E-002
both_o2         68121  1.251700000000000E-002
builtin_o2         68121  7.638000000000001E-003
basic         68644  0.176316000000000     
dotproduct         68644  7.309100000000000E-002
cached         68644  0.190752000000000     
both         68644  0.116573000000000     
builtin         68644  0.172737000000000     
basic_o2         68644  7.275999999999999E-003
dotproduct_o2         68644  1.321800000000000E-002
cached_o2         68644  1.131300000000000E-002
both_o2         68644  1.275600000000000E-002
builtin_o2         68644  7.642000000000001E-003
basic         69169  0.178847000000000     
dotproduct         69169  7.512900000000000E-002
cached         69169  0.172357000000000     
both         69169  0.118146000000000     
builtin         69169  0.186417000000000     
basic_o2         69169  7.893000000000001E-003
dotproduct_o2         69169  1.411000000000000E-002
cached_o2         69169  1.209800000000000E-002
both_o2         69169  1.280100000000000E-002
builtin_o2         69169  7.904000000000001E-003
basic         69696  0.189120000000000     
dotproduct         69696  7.623900000000000E-002
cached         69696  0.174862000000000     
both         69696  0.122069000000000     
builtin         69696  0.193603000000000     
basic_o2         69696  7.475000000000001E-003
dotproduct_o2         69696  1.399600000000000E-002
cached_o2         69696  1.102800000000000E-002
both_o2         69696  1.292500000000000E-002
builtin_o2         69696  7.195000000000000E-003
basic         70225  0.185979000000000     
dotproduct         70225  7.981199999999999E-002
cached         70225  0.185151000000000     
both         70225  0.131439000000000     
builtin         70225  0.199148000000000     
basic_o2         70225  8.224000000000000E-003
dotproduct_o2         70225  1.515700000000000E-002
cached_o2         70225  1.330000000000000E-002
both_o2         70225  1.500300000000000E-002
builtin_o2         70225  7.674000000000000E-003
basic         70756  0.191372000000000     
dotproduct         70756  9.046000000000000E-002
cached         70756  0.206865000000000     
both         70756  0.139948000000000     
builtin         70756  0.201131000000000     
basic_o2         70756  7.046000000000000E-003
dotproduct_o2         70756  1.612300000000000E-002
cached_o2         70756  1.295700000000000E-002
both_o2         70756  1.398200000000000E-002
builtin_o2         70756  8.336000000000000E-003
basic         71289  0.198455000000000     
dotproduct         71289  7.842100000000000E-002
cached         71289  0.181441000000000     
both         71289  0.140531000000000     
builtin         71289  0.196309000000000     
basic_o2         71289  7.728000000000000E-003
dotproduct_o2         71289  1.481100000000000E-002
cached_o2         71289  1.222700000000000E-002
both_o2         71289  1.484400000000000E-002
builtin_o2         71289  8.057999999999999E-003
basic         71824  0.209613000000000     
dotproduct         71824  8.068800000000000E-002
cached         71824  0.188077000000000     
both         71824  0.142532000000000     
builtin         71824  0.190060000000000     
basic_o2         71824  8.442999999999999E-003
dotproduct_o2         71824  1.488800000000000E-002
cached_o2         71824  1.248200000000000E-002
both_o2         71824  1.340400000000000E-002
builtin_o2         71824  8.107000000000000E-003
basic         72361  0.196347000000000     
dotproduct         72361  8.389800000000000E-002
cached         72361  0.182798000000000     
both         72361  0.140242000000000     
builtin         72361  0.213822000000000     
basic_o2         72361  8.552000000000001E-003
dotproduct_o2         72361  1.694700000000000E-002
cached_o2         72361  1.399100000000000E-002
both_o2         72361  1.450300000000000E-002
builtin_o2         72361  8.423999999999999E-003
basic         72900  0.222722000000000     
dotproduct         72900  8.418200000000001E-002
cached         72900  0.216630000000000     
both         72900  0.135287000000000     
builtin         72900  0.195162000000000     
basic_o2         72900  8.633999999999999E-003
dotproduct_o2         72900  1.470500000000000E-002
cached_o2         72900  1.261100000000000E-002
both_o2         72900  1.359200000000000E-002
builtin_o2         72900  8.281999999999999E-003
basic         73441  0.208704000000000     
dotproduct         73441  8.935499999999999E-002
cached         73441  0.188128000000000     
both         73441  0.131109000000000     
builtin         73441  0.209089000000000     
basic_o2         73441  9.045000000000001E-003
dotproduct_o2         73441  1.676900000000000E-002
cached_o2         73441  1.325400000000000E-002
both_o2         73441  1.445800000000000E-002
builtin_o2         73441  9.147000000000001E-003
basic         73984  0.238120000000000     
dotproduct         73984  9.645700000000000E-002
cached         73984  0.210320000000000     
both         73984  0.142089000000000     
builtin         73984  0.198374000000000     
basic_o2         73984  7.685000000000001E-003
dotproduct_o2         73984  1.815800000000000E-002
cached_o2         73984  1.280300000000000E-002
both_o2         73984  1.601700000000000E-002
builtin_o2         73984  7.944000000000000E-003
basic         74529  0.210338000000000     
dotproduct         74529  9.237600000000000E-002
cached         74529  0.226201000000000     
both         74529  0.144060000000000     
builtin         74529  0.195535000000000     
basic_o2         74529  7.835999999999999E-003
dotproduct_o2         74529  1.621600000000000E-002
cached_o2         74529  1.229800000000000E-002
both_o2         74529  1.416000000000000E-002
builtin_o2         74529  7.799000000000000E-003
basic         75076  0.207856000000000     
dotproduct         75076  8.484699999999999E-002
cached         75076  0.196512000000000     
both         75076  0.136393000000000     
builtin         75076  0.208635000000000     
basic_o2         75076  9.188000000000000E-003
dotproduct_o2         75076  1.596600000000000E-002
cached_o2         75076  1.308500000000000E-002
both_o2         75076  1.440700000000000E-002
builtin_o2         75076  8.846000000000000E-003
basic         75625  0.209742000000000     
dotproduct         75625  8.615700000000000E-002
cached         75625  0.197828000000000     
both         75625  0.158384000000000     
builtin         75625  0.197959000000000     
basic_o2         75625  8.183000000000001E-003
dotproduct_o2         75625  1.507900000000000E-002
cached_o2         75625  1.268000000000000E-002
both_o2         75625  1.418000000000000E-002
builtin_o2         75625  8.215000000000000E-003
basic         76176  0.205952000000000     
dotproduct         76176  8.458600000000001E-002
cached         76176  0.195157000000000     
both         76176  0.134582000000000     
builtin         76176  0.202956000000000     
basic_o2         76176  8.322000000000000E-003
dotproduct_o2         76176  1.539700000000000E-002
cached_o2         76176  1.287500000000000E-002
both_o2         76176  1.413300000000000E-002
builtin_o2         76176  8.455000000000001E-003
basic         76729  0.209460000000000     
dotproduct         76729  8.670500000000000E-002
cached         76729  0.219793000000000     
both         76729  0.145619000000000     
builtin         76729  0.210304000000000     
basic_o2         76729  8.639000000000001E-003
dotproduct_o2         76729  1.608700000000000E-002
cached_o2         76729  1.327700000000000E-002
both_o2         76729  1.510400000000000E-002
builtin_o2         76729  8.853000000000000E-003
basic         77284  0.216356000000000     
dotproduct         77284  9.365500000000000E-002
cached         77284  0.205663000000000     
both         77284  0.166353000000000     
builtin         77284  0.228344000000000     
basic_o2         77284  1.001400000000000E-002
dotproduct_o2         77284  1.787900000000000E-002
cached_o2         77284  1.376600000000000E-002
both_o2         77284  1.518800000000000E-002
builtin_o2         77284  9.063000000000000E-003
basic         77841  0.217387000000000     
dotproduct         77841  8.981499999999999E-002
cached         77841  0.200590000000000     
both         77841  0.140278000000000     
builtin         77841  0.215133000000000     
basic_o2         77841  1.018000000000000E-002
dotproduct_o2         77841  1.889100000000000E-002
cached_o2         77841  1.512900000000000E-002
both_o2         77841  1.559800000000000E-002
builtin_o2         77841  9.961999999999999E-003
basic         78400  0.248787000000000     
dotproduct         78400  0.104998000000000     
cached         78400  0.223805000000000     
both         78400  0.143800000000000     
builtin         78400  0.236728000000000     
basic_o2         78400  8.501999999999999E-003
dotproduct_o2         78400  1.612400000000000E-002
cached_o2         78400  1.358000000000000E-002
both_o2         78400  1.483500000000000E-002
builtin_o2         78400  8.468000000000000E-003
basic         78961  0.232336000000000     
dotproduct         78961  0.114967000000000     
cached         78961  0.241619000000000     
both         78961  0.161494000000000     
builtin         78961  0.246296000000000     
basic_o2         78961  9.948000000000000E-003
dotproduct_o2         78961  1.772300000000000E-002
cached_o2         78961  1.488400000000000E-002
both_o2         78961  1.618500000000000E-002
builtin_o2         78961  9.487000000000001E-003
basic         79524  0.264014000000000     
dotproduct         79524  9.574900000000000E-002
cached         79524  0.231159000000000     
both         79524  0.153690000000000     
builtin         79524  0.214412000000000     
basic_o2         79524  8.649000000000000E-003
dotproduct_o2         79524  1.660000000000000E-002
cached_o2         79524  1.362900000000000E-002
both_o2         79524  1.541700000000000E-002
builtin_o2         79524  8.848000000000000E-003
basic         80089  0.221583000000000     
dotproduct         80089  9.362300000000000E-002
cached         80089  0.213627000000000     
both         80089  0.150228000000000     
builtin         80089  0.215321000000000     
basic_o2         80089  8.729000000000001E-003
dotproduct_o2         80089  1.671400000000000E-002
cached_o2         80089  1.313300000000000E-002
both_o2         80089  1.537500000000000E-002
builtin_o2         80089  9.106000000000001E-003
basic         80656  0.223743000000000     
dotproduct         80656  9.322200000000000E-002
cached         80656  0.214188000000000     
both         80656  0.155825000000000     
builtin         80656  0.222292000000000     
basic_o2         80656  9.194000000000001E-003
dotproduct_o2         80656  1.677100000000000E-002
cached_o2         80656  1.408100000000000E-002
both_o2         80656  1.558700000000000E-002
builtin_o2         80656  9.286000000000001E-003
basic         81225  0.223847000000000     
dotproduct         81225  9.664600000000000E-002
cached         81225  0.221113000000000     
both         81225  0.170386000000000     
builtin         81225  0.220777000000000     
basic_o2         81225  9.600000000000001E-003
dotproduct_o2         81225  1.750200000000000E-002
cached_o2         81225  1.476000000000000E-002
both_o2         81225  1.587700000000000E-002
builtin_o2         81225  9.606000000000000E-003
basic         81796  0.228194000000000     
dotproduct         81796  9.627100000000000E-002
cached         81796  0.217323000000000     
both         81796  0.152006000000000     
builtin         81796  0.223858000000000     
basic_o2         81796  9.840000000000000E-003
dotproduct_o2         81796  1.752500000000000E-002
cached_o2         81796  1.487600000000000E-002
both_o2         81796  1.632100000000000E-002
builtin_o2         81796  9.853000000000001E-003
basic         82369  0.246567000000000     
dotproduct         82369  9.685299999999999E-002
cached         82369  0.222559000000000     
both         82369  0.154624000000000     
builtin         82369  0.245430000000000     
basic_o2         82369  1.057900000000000E-002
dotproduct_o2         82369  1.791300000000000E-002
cached_o2         82369  1.506000000000000E-002
both_o2         82369  1.629800000000000E-002
builtin_o2         82369  1.031900000000000E-002
basic         82944  0.282206000000000     
dotproduct         82944  0.119416000000000     
cached         82944  0.222894000000000     
both         82944  0.166944000000000     
builtin         82944  0.229011000000000     
basic_o2         82944  8.433000000000000E-003
dotproduct_o2         82944  2.394300000000000E-002
cached_o2         82944  1.467100000000000E-002
both_o2         82944  2.010100000000000E-002
builtin_o2         82944  8.861000000000001E-003
basic         83521  0.237396000000000     
dotproduct         83521  9.759200000000000E-002
cached         83521  0.223226000000000     
both         83521  0.155726000000000     
builtin         83521  0.231473000000000     
basic_o2         83521  9.131000000000000E-003
dotproduct_o2         83521  1.747700000000000E-002
cached_o2         83521  1.436800000000000E-002
both_o2         83521  1.614500000000000E-002
builtin_o2         83521  9.012000000000001E-003
basic         84100  0.237631000000000     
dotproduct         84100  0.101558000000000     
cached         84100  0.227515000000000     
both         84100  0.160861000000000     
builtin         84100  0.230942000000000     
basic_o2         84100  9.453000000000000E-003
dotproduct_o2         84100  1.763400000000000E-002
cached_o2         84100  1.391800000000000E-002
both_o2         84100  1.610000000000000E-002
builtin_o2         84100  9.481999999999999E-003
basic         84681  0.241078000000000     
dotproduct         84681  0.102225000000000     
cached         84681  0.241377000000000     
both         84681  0.162306000000000     
builtin         84681  0.233645000000000     
basic_o2         84681  9.587000000000000E-003
dotproduct_o2         84681  1.831600000000000E-002
cached_o2         84681  1.508100000000000E-002
both_o2         84681  1.649400000000000E-002
builtin_o2         84681  9.823999999999999E-003
basic         85264  0.240827000000000     
dotproduct         85264  0.100302000000000     
cached         85264  0.233535000000000     
both         85264  0.162074000000000     
builtin         85264  0.241217000000000     
basic_o2         85264  9.771999999999999E-003
dotproduct_o2         85264  1.838500000000000E-002
cached_o2         85264  1.552900000000000E-002
both_o2         85264  1.659900000000000E-002
builtin_o2         85264  9.817999999999999E-003
basic         85849  0.243007000000000     
dotproduct         85849  0.103211000000000     
cached         85849  0.232675000000000     
both         85849  0.167701000000000     
builtin         85849  0.237146000000000     
basic_o2         85849  9.689000000000000E-003
dotproduct_o2         85849  1.842200000000000E-002
cached_o2         85849  1.574800000000000E-002
both_o2         85849  1.744400000000000E-002
builtin_o2         85849  1.013300000000000E-002
basic         86436  0.246028000000000     
dotproduct         86436  0.105552000000000     
cached         86436  0.235213000000000     
both         86436  0.168417000000000     
builtin         86436  0.246670000000000     
basic_o2         86436  1.034400000000000E-002
dotproduct_o2         86436  1.924100000000000E-002
cached_o2         86436  1.579900000000000E-002
both_o2         86436  1.698700000000000E-002
builtin_o2         86436  1.051600000000000E-002
basic         87025  0.255136000000000     
dotproduct         87025  0.103179000000000     
cached         87025  0.241775000000000     
both         87025  0.176699000000000     
builtin         87025  0.248392000000000     
basic_o2         87025  1.090000000000000E-002
dotproduct_o2         87025  1.916700000000000E-002
cached_o2         87025  1.662900000000000E-002
both_o2         87025  1.725400000000000E-002
builtin_o2         87025  1.057700000000000E-002
basic         87616  0.261428000000000     
dotproduct         87616  0.106107000000000     
cached         87616  0.246729000000000     
both         87616  0.164833000000000     
builtin         87616  0.273861000000000     
basic_o2         87616  1.101500000000000E-002
dotproduct_o2         87616  2.114600000000000E-002
cached_o2         87616  1.596700000000000E-002
both_o2         87616  1.793700000000000E-002
builtin_o2         87616  1.181700000000000E-002
basic         88209  0.272204000000000     
dotproduct         88209  0.110454000000000     
cached         88209  0.258477000000000     
both         88209  0.177402000000000     
builtin         88209  0.249245000000000     
basic_o2         88209  1.020400000000000E-002
dotproduct_o2         88209  1.925300000000000E-002
cached_o2         88209  1.620700000000000E-002
both_o2         88209  1.815300000000000E-002
builtin_o2         88209  1.025600000000000E-002
basic         88804  0.266234000000000     
dotproduct         88804  0.107683000000000     
cached         88804  0.244579000000000     
both         88804  0.181683000000000     
builtin         88804  0.249198000000000     
basic_o2         88804  1.035100000000000E-002
